CCFS_A,CCFS_B,Mud_Diamict,Diamict_only,Al,Ca,Zr,K,Rb,Si,b_star,NGR,MS,Mud_Diamict_code,Diamict_only_code
86.225,71.88,diamict,clastrich_diamict,10.968,3.1526,57.234,1.0878,35.779,47.912,-3.1,0.025,67.9,2,4
86.242,71.9,diamict,clastrich_diamict,10.261,4.5933,39.878,0.49143,21.017,43.842,-2.6,0.025,76.1,2,4
86.25,71.9,diamict,clastrich_diamict,10.261,4.5933,39.878,0.49143,21.017,43.842,-2.6,0.025,76.1,2,4
86.267,71.91,diamict,clastrich_diamict,10.901,3.0672,50.086,0.9871,36.436,48.721,-3,0.025,111,2,4
86.275,71.92,diamict,clastrich_diamict,10.901,3.0672,50.086,0.9871,36.436,48.721,-2.1,0.025,186,2,4
86.292,71.93,diamict,clastrich_diamict,10.981,3.0828,51.631,1.0562,37.738,47.85,-2.1,0.025,186,2,4
86.3,71.94,diamict,clastrich_diamict,10.453,3.2562,52.73,1.0324,37.278,47.657,-2.2,0.025,211,2,4
86.317,71.95,diamict,clastrich_diamict,10.453,3.2562,52.73,1.0324,37.278,47.657,-2.5,0.025,211,2,4
86.325,71.96,diamict,clastrich_diamict,11.05,2.8496,53.552,1.0927,38.055,46.776,-2.5,0.025,145,2,4
86.342,71.97,diamict,clastrich_diamict,10.496,2.9818,51.524,1.0205,34.942,48.29,-2.3,0.025,145,2,4
86.35,71.97,diamict,clastrich_diamict,10.496,2.9818,51.524,1.0205,34.942,48.29,-2.3,0.025,145,2,4
86.367,71.99,diamict,clastrich_diamict,11.198,2.8431,52.005,1.0424,35.405,46.217,-2.7,0.025,91.7,2,4
86.375,71.99,diamict,clastrich_diamict,10.835,3.0463,53.653,1.2147,38.602,48.11,-2.7,0.025,91.7,2,4
86.392,72,diamict,clastrich_diamict,10.835,3.0463,53.653,1.2147,38.602,48.11,-2.1,0.025,75,2,4
86.4,72.01,diamict,clastrich_diamict,11.312,3.2899,51.765,1.1325,39.988,46.313,-2.4,0.025,70.7,2,4
86.417,72.02,diamict,clastrich_diamict,11.312,3.2899,51.765,1.1325,39.988,46.313,-2,0.025,70.7,2,4
86.425,72.03,diamict,clastrich_diamict,11.263,3.2176,55.19,1.0964,37.377,47.448,-2,0.025,69.1,2,4
86.442,72.04,diamict,clastrich_diamict,11.134,3.0457,54.216,1.1036,39.353,47.838,-2.6,0.025,69.1,2,4
86.45,72.05,diamict,clastrich_diamict,11.134,3.0457,54.216,1.1036,39.353,47.838,-3.5,0.025,70.4,2,4
86.467,72.06,diamict,clastrich_diamict,11.531,3.1273,52.69,1.1667,38.19,48.235,-3.5,0.025,70.4,2,4
86.475,72.06,diamict,clastrich_diamict,11.531,3.1273,52.69,1.1667,38.19,48.235,-3.5,0.025,70.4,2,4
86.5,72.08,diamict,clastrich_diamict,12.126,3.495,52.143,1.3006,39.55,45.1,-3.2,0.025,70.5,2,4
86.522,72.1,diamict,clastrich_diamict,9.7527,1.2684,41.225,0.91312,29.587,59.5,-1.9,0.024,64.5,2,4
86.525,72.1,diamict,clastrich_diamict,9.7527,1.2684,41.225,0.91312,29.587,59.5,-1.9,0.024,64.5,2,4
86.53,72.1,diamict,clastrich_diamict,9.7527,1.2684,41.225,0.91312,29.587,59.5,-1.9,0.024,64.5,2,4
86.547,72.12,diamict,clastrich_diamict,11.432,2.9724,50.378,1.0959,37.181,48.284,-2,0.024,64.6,2,4
86.555,72.12,diamict,clastrich_diamict,11.432,2.9724,50.378,1.0959,37.181,48.284,-2,0.024,64.6,2,4
86.572,72.13,diamict,clastrich_diamict,11.724,3.2156,52.797,1.231,38.824,46.309,-2.2,0.024,64.6,2,4
86.58,72.14,diamict,clastrich_diamict,13.031,3.3631,51.579,1.3748,37.89,45.525,-2.4,0.024,67.1,2,4
86.597,72.15,diamict,clastrich_diamict,13.031,3.3631,51.579,1.3748,37.89,45.525,-2.9,0.024,67.1,2,4
86.605,72.16,diamict,clastrich_diamict,12.802,3.4162,55.631,1.3978,37.138,45.451,-2.9,0.024,69.5,2,4
86.622,72.17,diamict,clastrich_diamict,13.51,3.3648,46.333,1.3668,35.102,46.898,-2.7,0.024,69.5,2,4
86.63,72.18,diamict,clastrich_diamict,13.51,3.3648,46.333,1.3668,35.102,46.898,-3.2,0.024,72.1,2,4
86.647,72.19,diamict,clastrich_diamict,11.89,3.3468,47.668,1.1628,36.367,49.337,-3.2,0.024,70.7,2,4
86.655,72.19,diamict,clastrich_diamict,11.89,3.3468,47.668,1.1628,36.367,49.337,-3.2,0.024,70.7,2,4
86.672,72.21,diamict,clastrich_diamict,12.342,3.14,47.564,1.1709,38.527,48.67,-3.3,0.024,67.6,2,4
86.68,72.21,diamict,clastrich_diamict,11.129,2.655,51.632,1.3427,39.402,51.792,-3.3,0.024,67.6,2,4
86.697,72.22,diamict,clastrich_diamict,11.129,2.655,51.632,1.3427,39.402,51.792,-3.3,0.024,67.6,2,4
86.705,72.23,diamict,clastrich_diamict,11.144,2.8835,49.717,1.0112,36.26,50.311,-2.4,0.025,68.3,2,4
86.722,72.24,diamict,clastrich_diamict,11.996,3.1912,51.004,1.199,39.8,47.66,-2.5,0.025,68.3,2,4
86.73,72.25,diamict,clastrich_diamict,11.996,3.1912,51.004,1.199,39.8,47.66,-2.5,0.025,69.9,2,4
86.747,72.26,diamict,clastrich_diamict,11.139,3.4933,51.024,1.059,36.632,48.819,-2.1,0.025,69.9,2,4
86.755,72.27,diamict,clastrich_diamict,11.139,3.4933,51.024,1.059,36.632,48.819,-2.7,0.025,70.8,2,4
86.772,72.28,diamict,clastrich_diamict,11.456,4.551,45.584,1.086,34.29,47.146,-2.5,0.025,70.8,2,4
86.78,72.28,diamict,clastrich_diamict,10.944,3.4914,48.391,1.1889,38.772,47.147,-2.5,0.025,70.8,2,4
86.797,72.3,diamict,clastrich_diamict,10.944,3.4914,48.391,1.1889,38.772,47.147,-2.3,0.025,69.2,2,4
86.805,72.3,diamict,clastrich_diamict,11.644,3.0964,49.217,1.1109,36.17,48.724,-2.3,0.025,69.2,2,4
86.822,72.31,diamict,clastrich_diamict,11.644,3.0964,49.217,1.1109,36.17,48.724,-2.3,0.025,69.2,2,4
86.83,72.32,diamict,clastrich_diamict,12.034,3.5609,51.951,1.1789,36.581,47.55,-2.3,0.025,70,2,4
86.847,72.33,diamict,clastrich_diamict,11.678,3.1727,48.98,1.0701,34.169,49.741,-1.9,0.025,70,2,4
86.855,72.34,diamict,clastrich_diamict,11.678,3.1727,48.98,1.0701,34.169,49.741,-1.8,0.025,72.8,2,4
86.872,72.35,diamict,clastrich_diamict,12.136,3.3567,48.527,1.0464,34.123,49.605,-1.8,0.025,72.8,2,4
86.88,72.36,diamict,clastrich_diamict,11.394,2.8172,51.767,1.0699,37.573,49.117,-2.4,0.025,72.7,2,4
86.897,72.37,diamict,clastrich_diamict,11.394,2.8172,51.767,1.0699,37.573,49.117,-2.6,0.025,72.7,2,4
86.905,72.37,diamict,clastrich_diamict,11.047,3.29,53.365,0.9662,33.917,50.5,-2.6,0.025,72.7,2,4
86.922,72.39,diamict,clastrich_diamict,11.165,2.9984,52.907,0.96379,35.071,50.543,-2.7,0.025,68,2,4
86.93,72.39,diamict,clastrich_diamict,11.165,2.9984,52.907,0.96379,35.071,50.543,-2.7,0.025,68,2,4
86.947,72.4,diamict,clastrich_diamict,11.064,2.9827,52.159,1.0074,34.889,51.002,-2.5,0.025,68,2,4
86.955,72.41,diamict,clastrich_diamict,11.064,2.9827,52.159,1.0074,34.889,51.002,-2.6,0.025,68.9,2,4
86.972,72.42,diamict,clastrich_diamict,11.578,3.0498,49.679,0.97134,34.383,49.993,-2.6,0.025,68.9,2,4
86.98,72.43,diamict,clastrich_diamict,11.389,3.417,45.808,0.97759,33.131,48.254,-2,0.025,71.6,2,4
86.997,72.44,diamict,clastrich_diamict,11.389,3.417,45.808,0.97759,33.131,48.254,-2.8,0.025,71.6,2,4
87.005,72.45,diamict,clastrich_diamict,11.582,3.0316,49.502,1.0452,34.073,50.386,-2.8,0.025,77.2,2,4
87.022,72.46,diamict,clastrich_diamict,11.619,2.884,50.583,1.0422,34.564,50.715,-2.5,0.025,77.2,2,4
87.03,72.46,diamict,clastrich_diamict,11.619,2.884,50.583,1.0422,34.564,50.715,-2.5,0.025,77.2,2,4
87.047,72.48,diamict,clastrich_diamict,12.161,3.2256,52.678,1.2123,36.718,47.798,-2.3,0.025,78,2,4
87.055,72.48,diamict,clastrich_diamict,12.161,3.2256,52.678,1.2123,36.718,47.798,-2.3,0.025,78,2,4
87.072,72.49,diamict,clastrich_diamict,11.481,3.3566,54.663,1.2222,36.44,45.825,-2.4,0.025,78,2,4
87.08,72.5,diamict,clastrich_diamict,11.481,3.3566,54.663,1.2222,36.44,45.825,-1.7,0.025,72.9,2,4
87.097,72.51,diamict,clastrich_diamict,11.821,3.3626,54.963,1.2234,36.584,45.853,-1.7,0.025,72.9,2,4
87.105,72.52,diamict,clastrich_diamict,12.152,3.1021,53.246,1.282,36.515,46.615,-1.7,0.025,76.5,2,4
87.122,72.53,diamict,clastrich_diamict,11.621,3.0891,56.938,1.131,36.218,47.607,-2.3,0.025,76.5,2,4
87.13,72.54,diamict,clastrich_diamict,11.621,3.0891,56.938,1.131,36.218,47.607,-2.9,0.025,80.8,2,4
87.147,72.55,diamict,clastrich_diamict,11.924,2.7401,58.933,1.1127,34.874,48.407,-2.9,0.025,80.8,2,4
87.155,72.55,diamict,clastrich_diamict,11.833,3.0946,55.032,1.2402,36.795,47.291,-2.9,0.025,80.8,2,4
87.172,72.57,diamict,clastrich_diamict,11.833,3.0946,55.032,1.2402,36.795,47.291,-3.3,0.025,70.4,2,4
87.18,72.57,diamict,clastrich_diamict,11.124,3.3277,50.105,0.96941,34.016,48.757,-3.3,0.025,70.4,2,4
87.197,72.58,diamict,clastrich_diamict,11.124,3.3277,50.105,0.96941,34.016,48.757,-3.3,0.025,70.4,2,4
87.205,72.59,diamict,clastrich_diamict,11.493,3.0228,51.66,1.0107,33.836,50.067,-2.9,0.025,69.5,2,4
87.222,72.6,diamict,clastrich_diamict,11.116,2.8109,54.138,1.0087,33.783,50.809,-2.8,0.025,69.5,2,4
87.23,72.61,diamict,clastrich_diamict,11.448,3.0913,47.83,1.0154,35.579,50.092,-2.8,0.025,68.1,2,4
87.247,72.62,diamict,clastrich_diamict,11.448,3.0913,47.83,1.0154,35.579,50.092,-2.3,0.025,68.1,2,4
87.255,72.63,diamict,clastrich_diamict,11.222,3.0639,48.455,0.97602,33.505,50.651,-2.8,0.025,66.5,2,4
87.272,72.64,diamict,clastrich_diamict,11.383,2.4184,53.391,1.3091,42.804,49.741,-2.6,0.025,66.5,2,4
87.28,72.64,diamict,clastrich_diamict,11.259,2.7061,53.519,1.0252,35.481,48.301,-2.6,0.025,66.5,2,4
87.297,72.66,diamict,clastrich_diamict,11.259,2.7061,53.519,1.0252,35.481,48.301,-2.5,0.025,66.8,2,4
87.305,72.66,diamict,clastrich_diamict,11.279,3.3449,49.111,1.0784,35.267,50.187,-2.5,0.025,66.8,2,4
87.322,72.67,diamict,clastrich_diamict,12.077,3.3873,49.499,1.2892,38.803,46.896,-2.2,0.025,66.8,2,4
87.33,72.68,diamict,clastrich_diamict,12.077,3.3873,49.499,1.2892,38.803,46.896,-2.2,0.025,66.3,2,4
87.347,72.69,diamict,clastrich_diamict,13.021,3.6519,47.696,1.4209,38.731,45.314,-2.3,0.025,66.3,2,4
87.355,72.7,diamict,clastrich_diamict,13.021,3.6519,47.696,1.4209,38.731,45.314,-2.5,0.025,66.4,2,4
87.372,72.71,diamict,clastrich_diamict,12.662,3.5712,46.774,1.3709,40.705,44.826,-2.5,0.025,66.4,2,4
87.38,72.72,diamict,clastrich_diamict,12.096,3.3475,48.828,1.2842,41.246,44.622,-1.9,0.025,67,2,4
87.397,72.73,diamict,clastrich_diamict,12.096,3.3475,48.828,1.2842,41.246,44.622,-2.2,0.025,67,2,4
87.405,72.73,diamict,clastrich_diamict,10.394,7.6602,50.967,1.0032,34.754,43.171,-2.2,0.025,67,2,4
87.422,72.75,diamict,clastrich_diamict,12.061,3.2639,46.454,1.2871,37.061,46.484,-2.2,0.025,69.7,2,4
87.43,72.75,diamict,clastrich_diamict,12.061,3.2639,46.454,1.2871,37.061,46.484,-2.2,0.025,69.7,2,4
87.447,72.76,diamict,clastrich_diamict,11.34,3.2615,47.241,1.0589,34.213,48.179,-3,0.025,69.7,2,4
87.455,72.77,diamict,clastrich_diamict,11.34,3.2615,47.241,1.0589,34.213,48.179,-1.9,0.025,70.9,2,4
87.472,72.78,diamict,clastrich_diamict,10.806,2.8388,52.434,1.0402,34.316,50.316,-1.9,0.025,70.9,2,4
87.48,72.79,diamict,clastrich_diamict,11.067,2.9983,50.677,1.0474,35.443,48.258,-3,0.025,71.9,2,4
87.497,72.8,diamict,clastrich_diamict,11.067,2.9983,50.677,1.0474,35.443,48.258,-2.8,0.025,71.9,2,4
87.505,72.81,diamict,clastrich_diamict,11.99,3.2233,45.058,1.2042,36.76,46.722,-2.8,0.025,69.2,2,4
87.522,72.82,diamict,clastrich_diamict,11.798,3.2353,47.473,1.1359,35.953,47.715,-2.6,0.025,69.2,2,4
87.53,72.82,diamict,clastrich_diamict,11.798,3.2353,47.473,1.1359,35.953,47.715,-2.6,0.025,69.2,2,4
87.547,72.84,diamict,clastrich_diamict,11.759,3.4206,48.565,1.0593,34.284,46.401,-2.1,0.025,67.3,2,4
87.555,72.84,diamict,clastrich_diamict,11.759,3.4206,48.565,1.0593,34.284,46.401,-2.1,0.025,67.3,2,4
87.572,72.85,diamict,clastrich_diamict,11.09,2.6095,51.057,0.98517,34.704,49.694,-2.9,0.025,67.3,2,4
87.58,72.86,diamict,clastrich_diamict,11.149,3.1456,48.746,0.99834,31.957,48.827,-3,0.025,68.5,2,4
87.597,72.87,diamict,clastrich_diamict,11.149,3.1456,48.746,0.99834,31.957,48.827,-3,0.025,68.5,2,4
87.605,72.88,diamict,clastrich_diamict,11.074,3.0248,48.068,1.009,32.854,50.158,-2,0.025,70.6,2,4
87.622,72.89,diamict,clastrich_diamict,11.379,2.8239,51.985,1.0517,36.373,49.704,-3.1,0.025,70.6,2,4
87.63,72.9,diamict,clastrich_diamict,11.379,2.8239,51.985,1.0517,36.373,49.704,-3,0.025,70,2,4
87.647,72.91,diamict,clastrich_diamict,11.265,3.1405,56.377,1.0488,37.525,48.558,-3,0.025,70,2,4
87.655,72.91,diamict,clastrich_diamict,11.265,3.1405,56.377,1.0488,37.525,48.558,-3,0.025,70,2,4
87.672,72.93,diamict,clastrich_diamict,10.373,6.6787,49.524,0.90626,32.226,44.764,-2.7,0.025,67.2,2,4
87.68,72.93,diamict,clastrich_diamict,10.944,3.0275,53.838,0.98362,33.179,49.703,-2.7,0.025,67.2,2,4
87.697,72.94,diamict,clastrich_diamict,10.944,3.0275,53.838,0.98362,33.179,49.703,-2.7,0.025,67.2,2,4
87.705,72.95,diamict,clastrich_diamict,10.773,2.5358,59.731,1.1177,38.558,47.026,-2.6,0.025,65.3,2,4
87.722,72.96,diamict,clastrich_diamict,10.742,3.1064,49.741,0.94213,36.362,48.768,-1.7,0.025,65.3,2,4
87.73,72.97,diamict,clastrich_diamict,10.742,3.1064,49.741,0.94213,36.362,48.768,-1.7,0.025,65.8,2,4
87.747,72.98,diamict,clastrich_diamict,10.883,2.8411,50.543,0.93755,36.367,47.26,-2.5,0.025,65.8,2,4
87.755,72.99,diamict,clastrich_diamict,10.883,2.8411,50.543,0.93755,36.367,47.26,-2.5,0.025,69.4,2,4
87.772,73,diamict,clastrich_diamict,10.762,2.898,52.284,0.96951,34.028,50.044,-2.5,0.025,69.4,2,4
87.78,73,diamict,clastrich_diamict,10.633,4.3961,56.49,0.91184,31.915,49.206,-2.5,0.025,69.4,2,4
87.797,73.02,diamict,clastrich_diamict,10.633,4.3961,56.49,0.91184,31.915,49.206,-2.4,0.025,72.7,2,4
87.805,73.02,diamict,clastrich_diamict,11.5,3.0974,49.519,1.0644,35.671,48.943,-2.4,0.025,72.7,2,4
87.822,73.03,diamict,clastrich_diamict,11.31,2.9658,48.729,1.0142,33.919,49.329,-2.4,0.025,72.7,2,4
87.83,73.04,diamict,clastrich_diamict,11.31,2.9658,48.729,1.0142,33.919,49.329,-2.4,0.025,72.1,2,4
87.847,73.05,diamict,clastrich_diamict,10.608,2.8479,50.89,0.92218,33.286,48.319,-3.1,0.025,72.1,2,4
87.855,73.06,diamict,clastrich_diamict,11.383,2.918,50.586,1.0281,32.602,49.854,-2.5,0.025,68.9,2,4
87.872,73.07,diamict,clastrich_diamict,11.383,2.918,50.586,1.0281,32.602,49.854,-2.5,0.025,68.9,2,4
87.88,73.08,diamict,clastrich_diamict,11.065,2.9689,49.02,0.98162,32.543,50.032,-2.9,0.025,64.4,2,4
87.897,73.09,diamict,clastrich_diamict,11.065,2.9689,49.02,0.98162,32.543,50.032,-2.3,0.025,64.4,2,4
87.905,73.09,diamict,clastrich_diamict,11.62,3.3687,46.811,1.1873,35.807,48.044,-2.3,0.025,64.4,2,4
87.922,73.11,diamict,clastrich_diamict,11.466,2.6631,57.577,1.0799,37.159,48.12,-2.5,0.023,70.5,2,4
87.93,73.11,diamict,clastrich_diamict,11.466,2.6631,57.577,1.0799,37.159,48.12,-2.5,0.023,70.5,2,4
87.947,73.12,diamict,clastrich_diamict,10.525,4.6498,51.84,0.94791,32.18,46.433,-2.9,0.023,70.5,2,4
87.955,73.13,diamict,clastrich_diamict,10.525,4.6498,51.84,0.94791,32.18,46.433,-2.4,0.023,72.6,2,4
87.972,73.14,diamict,clastrich_diamict,11.652,3.2622,60.74,1.3868,45.682,44.021,-2.4,0.023,72.6,2,4
87.98,73.15,diamict,clastrich_diamict,10.767,2.6824,58.371,1.0895,38.757,44.939,-2.4,0.023,71.8,2,4
87.993,73.16,diamict,clastrich_diamict,10.767,2.6824,58.371,1.0895,38.757,44.939,-2.4,0.023,71.8,2,4
87.997,73.16,diamict,clastrich_diamict,10.767,2.6824,58.371,1.0895,38.757,44.939,-2.4,0.023,71.8,2,4
88.018,73.18,diamict,clastrich_diamict,10.38,3.1781,54.694,0.96384,34.457,46.858,-2.9,0.023,74.9,2,4
88.022,73.18,diamict,clastrich_diamict,10.38,3.1781,54.694,0.96384,34.457,46.858,-2.9,0.023,74.9,2,4
88.043,73.19,diamict,clastrich_diamict,10.232,4.371,55.797,0.98857,35.273,45.302,-2.2,0.023,93.7,2,4
88.047,73.2,diamict,clastrich_diamict,10.232,4.371,55.797,0.98857,35.273,45.302,-0.2,0.023,115,2,4
88.068,73.21,diamict,clastrich_diamict,10.576,3.1425,55.554,0.99855,36.887,47.121,-2.7,0.023,115,2,4
88.072,73.21,diamict,clastrich_diamict,10.576,3.1425,55.554,0.99855,36.887,47.121,-2.7,0.023,115,2,4
88.093,73.23,diamict,clastrich_diamict,10.729,2.8346,56.703,0.92285,36.01,47.011,-2.7,0.023,107,2,4
88.097,73.23,diamict,clastrich_diamict,10.729,2.8346,56.703,0.92285,36.01,47.011,-2.7,0.023,107,2,4
88.118,73.25,diamict,clastrich_diamict,10.393,3.1159,56.935,0.92779,37.64,48.656,-2.4,0.024,83.5,2,4
88.122,73.25,diamict,clastrich_diamict,10.393,3.1159,56.935,0.92779,37.64,48.656,-2.4,0.024,83.5,2,4
88.143,73.27,diamict,clastrich_diamict,10.797,3.0517,53.811,0.98211,35.069,49.631,-2.4,0.024,77.5,2,4
88.147,73.27,diamict,clastrich_diamict,10.797,3.0517,53.811,0.98211,35.069,49.631,-2.4,0.024,77.5,2,4
88.168,73.28,diamict,clastrich_diamict,10.758,2.7473,49.872,0.92546,35.227,50.901,-2.4,0.024,79.5,2,4
88.172,73.29,diamict,clastrich_diamict,10.699,2.9945,49.995,0.93059,34.235,49.964,-2.3,0.024,75.8,2,4
88.193,73.3,diamict,clastrich_diamict,11.209,2.9284,54.502,1.0384,35.989,49.232,-2.8,0.024,75.8,2,4
88.197,73.3,diamict,clastrich_diamict,11.209,2.9284,54.502,1.0384,35.989,49.232,-2.8,0.024,75.8,2,4
88.218,73.32,diamict,clastrich_diamict,11.79,3.1121,51.669,1.1934,42.494,47.649,-2.3,0.025,72.5,2,4
88.222,73.32,diamict,clastrich_diamict,11.79,3.1121,51.669,1.1934,42.494,47.649,-2.3,0.025,72.5,2,4
88.243,73.34,diamict,clastrich_diamict,10.685,2.8535,52.683,1.0051,36.77,50.299,-2.7,0.025,68.9,2,4
88.247,73.34,diamict,clastrich_diamict,10.685,2.8535,52.683,1.0051,36.77,50.299,-2.7,0.025,68.9,2,4
88.268,73.36,diamict,clastrich_diamict,11.187,3.1037,51.177,1.0633,37.886,49.354,-2.8,0.025,69.3,2,4
88.272,73.36,diamict,clastrich_diamict,10.844,2.9194,48.818,1.0055,36.282,49.779,-2.8,0.025,69.3,2,4
88.293,73.37,diamict,clastrich_diamict,10.885,3.102,43.505,1.0481,36.037,50.192,-2.9,0.025,70.7,2,4
88.297,73.38,diamict,clastrich_diamict,10.885,3.102,43.505,1.0481,36.037,50.192,-2.9,0.025,71,2,4
88.318,73.39,diamict,clastrich_diamict,10.605,2.7655,54.156,0.9819,38.71,49.873,-3.2,0.025,71,2,4
88.322,73.39,diamict,clastrich_diamict,10.605,2.7655,54.156,0.9819,38.71,49.873,-3.2,0.025,71,2,4
88.343,73.41,diamict,clastrich_diamict,15.997,3.4812,51.091,1.3339,37.018,44.751,-2.8,0.025,67.7,2,4
88.347,73.41,diamict,clastrich_diamict,15.997,3.4812,51.091,1.3339,37.018,44.751,-2.8,0.025,67.7,2,4
88.368,73.43,diamict,clastrich_diamict,15.997,3.4812,51.091,1.3339,37.018,44.751,-3.1,0.025,63.7,2,4
88.372,73.43,diamict,clastrich_diamict,11.222,3.5533,50.381,1.0417,35.966,48.715,-3.1,0.025,63.7,2,4
88.393,73.45,diamict,clastrich_diamict,10.446,3.248,56.409,0.87823,32.957,47.958,-3.2,0.025,63.9,2,4
88.397,73.45,diamict,clastrich_diamict,10.446,3.248,56.409,0.87823,32.957,47.958,-3.2,0.025,63.9,2,4
88.418,73.46,diamict,clastrich_diamict,10.46,3.1434,54.261,0.89681,35.108,48.225,-3.2,0.025,67.5,2,4
88.422,73.47,diamict,clastrich_diamict,10.46,3.1434,54.261,0.89681,35.108,48.225,-3.2,0.025,69.3,2,4
88.443,73.48,diamict,clastrich_diamict,11.143,3.1737,52.42,1.0611,35.119,45.255,-3.2,0.025,69.3,2,4
88.447,73.48,diamict,clastrich_diamict,11.143,3.1737,52.42,1.0611,35.119,45.255,-3.2,0.025,69.3,2,4
88.468,73.5,diamict,clastrich_diamict,11.264,2.9438,55.982,1.139,37.49,45.65,-2.9,0.025,70.3,2,4
88.472,73.5,diamict,clastrich_diamict,11.004,3.0618,55.381,1.0501,36.639,47.558,-2.9,0.025,70.3,2,4
88.493,73.52,diamict,clastrich_diamict,10.238,2.7729,52.28,0.96829,37.915,48.342,-3.2,0.025,73,2,4
88.497,73.52,diamict,clastrich_diamict,10.238,2.7729,52.28,0.96829,37.915,48.342,-3.2,0.025,73,2,4
88.518,73.54,diamict,clastrich_diamict,10.685,4.5392,52.356,1.0179,34.779,46.458,-2.8,0.025,76,2,4
88.522,73.54,diamict,clastrich_diamict,10.685,4.5392,52.356,1.0179,34.779,46.458,-2.8,0.025,76,2,4
88.543,73.55,diamict,clastrich_diamict,11.772,3.4291,48.456,1.2495,39.408,44.958,-3.3,0.025,74.8,2,4
88.547,73.56,diamict,clastrich_diamict,11.772,3.4291,48.456,1.2495,39.408,44.958,-3.5,0.025,70.3,2,4
88.568,73.57,diamict,clastrich_diamict,11.244,3.1635,57.195,1.0493,34.41,48.533,-3.2,0.025,70.3,2,4
88.572,73.58,diamict,clastrich_diamict,10.942,3.2088,47.388,0.99559,33.675,48.844,-3.2,0.025,68.7,2,4
88.593,73.59,diamict,clastrich_diamict,11.324,3.2721,56.105,1.105,35.554,46.061,-3.6,0.025,68.7,2,4
88.597,73.59,diamict,clastrich_diamict,11.324,3.2721,56.105,1.105,35.554,46.061,-3.6,0.025,68.7,2,4
88.618,73.61,diamict,clastrich_diamict,11.398,3.4035,52.616,1.0979,35.359,44.959,-2.9,0.025,65.9,2,4
88.622,73.61,diamict,clastrich_diamict,11.398,3.4035,52.616,1.0979,35.359,44.959,-2.9,0.025,65.9,2,4
88.643,73.63,diamict,clastrich_diamict,11.085,3.6168,52.192,0.9984,38.355,47.434,-3.3,0.025,67.2,2,4
88.647,73.63,diamict,clastrich_diamict,11.085,3.6168,52.192,0.9984,38.355,47.434,-3.3,0.025,67.2,2,4
88.668,73.64,diamict,clastrich_diamict,11.269,3.3219,60.285,1.3398,40.418,44.35,-3.3,0.025,68.6,2,4
88.672,73.65,diamict,clastrich_diamict,12.336,3.5846,53.607,1.3962,39.447,43.992,-2.6,0.025,68.1,2,4
88.693,73.66,diamict,clastrich_diamict,11.365,3.4599,55.791,1.3444,41.053,43.246,-2.9,0.025,68.1,2,4
88.697,73.67,diamict,clastrich_diamict,11.365,3.4599,55.791,1.3444,41.053,43.246,-2.9,0.026,64.8,2,4
88.718,73.68,diamict,clastrich_diamict,11.401,3.4524,58.475,1.3459,42.725,43.279,-2.9,0.026,64.8,2,4
88.722,73.68,diamict,clastrich_diamict,11.401,3.4524,58.475,1.3459,42.725,43.279,-2.9,0.026,64.8,2,4
88.743,73.7,diamict,clastrich_diamict,11.385,3.4653,44.737,1.3964,41.364,41.667,-1.8,0.026,64.6,2,4
88.747,73.7,diamict,clastrich_diamict,11.385,3.4653,44.737,1.3964,41.364,41.667,-1.8,0.026,64.6,2,4
88.768,73.72,diamict,clastrich_diamict,12.482,3.46,45.414,1.4052,40.452,44.39,-2.7,0.026,67.2,2,4
88.772,73.72,diamict,clastrich_diamict,12.178,3.4097,46.854,1.3781,41.222,43.699,-2.7,0.026,67.2,2,4
88.793,73.73,diamict,clastrich_diamict,9.7822,3.4897,55.1,1.0163,35.117,47.951,-3.1,0.026,72.8,2,4
88.797,73.74,diamict,clastrich_diamict,9.7822,3.4897,55.1,1.0163,35.117,47.951,-3.1,0.027,71.4,2,4
88.818,73.75,diamict,clastrich_diamict,12.419,3.7085,44.104,1.4136,41.093,45.446,-1.8,0.027,71.4,2,4
88.822,73.76,diamict,clastrich_diamict,12.419,3.7085,44.104,1.4136,41.093,45.446,-2.1,0.027,76.8,2,4
88.843,73.77,diamict,clastrich_diamict,11.922,3.6904,45.6,1.3461,40.32,45.08,-2.1,0.027,76.8,2,4
88.847,73.77,diamict,clastrich_diamict,11.922,3.6904,45.6,1.3461,40.32,45.08,-2.1,0.027,76.8,2,4
88.868,73.79,diamict,clastrich_diamict,10.656,3.2152,55.426,1.1199,41.495,45.281,-2,0.027,70.3,2,4
88.872,73.79,diamict,clastrich_diamict,10.656,3.2152,55.426,1.1199,41.495,45.281,-2,0.027,70.3,2,4
88.893,73.81,diamict,clastrich_diamict,10.656,3.2152,55.426,1.1199,41.495,45.281,-1.9,0.027,69.9,2,4
88.897,73.81,diamict,clastrich_diamict,10.656,3.2152,55.426,1.1199,41.495,45.281,-1.9,0.027,69.9,2,4
88.918,73.82,diamict,clastrich_diamict,11.014,3.2032,53.829,1.1588,36.659,45.306,-2.9,0.026,68.6,2,4
88.922,73.83,diamict,clastrich_diamict,11.014,3.2032,53.829,1.1588,36.659,45.306,-2.8,0.026,69.1,2,4
88.943,73.84,diamict,clastrich_diamict,9.9004,3.6679,62.086,0.65878,23.798,45.999,-2.8,0.026,69.1,2,4
88.947,73.85,diamict,clastrich_diamict,9.9004,3.6679,62.086,0.65878,23.798,45.999,-2.4,0.026,71.1,2,4
