CCFS_A,CCFS_B,Mud_Diamict,Diamict_only,Al,Ca,Zr,K,Rb,Si,b_star,NGR,MS,Mud_Diamict_code,Diamict_only_code
2.9,2.48,mud,NA,11.393,4.1156,45.242,1.6724,54.827,42.099,2.4,0.022,48.4,1,1
2.912,2.49,mud,NA,11.149,3.9978,46.468,1.6785,56.695,41.574,2.4,0.023,48.4,1,1
2.925,2.5,mud,NA,9.6627,4.107,49.336,1.7077,59.414,38.953,3.1,0.023,48.4,1,1
2.937,2.51,mud,NA,9.6627,4.107,49.336,1.7077,59.414,38.953,3.1,0.023,48.9,1,1
2.95,2.52,mud,NA,7.8384,3.6939,41.995,1.4229,49.828,32.889,3.1,0.023,48.9,1,1
2.962,2.53,mud,NA,7.8384,3.6939,41.995,1.4229,49.828,32.889,3.1,0.023,49.4,1,1
2.975,2.54,mud,NA,10.855,3.8745,43.324,1.5925,53.607,41.052,1,0.023,49.4,1,1
2.987,2.55,mud,NA,10.855,3.8745,43.324,1.5925,53.607,41.052,1,0.023,56.2,1,1
3.006,2.57,mud,NA,10.855,3.8745,43.324,1.5925,53.607,41.052,1,0.023,55.2,1,1
3.01,2.57,mud,NA,10.855,3.8745,43.324,1.5925,53.607,41.052,1,0.023,55.2,1,1
3.031,2.59,mud,NA,10.454,4.2652,46.612,1.7154,58.3,40.914,1.8,0.023,50.4,1,1
3.035,2.6,mud,NA,10.454,4.2652,46.612,1.7154,58.3,40.914,1.5,0.023,50.4,1,1
3.056,2.61,mud,NA,11.15,4.0627,45.94,1.6768,53.729,42.163,1.5,0.023,50.9,1,1
3.06,2.62,mud,NA,11.15,4.0627,45.94,1.6768,53.729,42.163,2.1,0.023,50.9,1,1
3.081,2.63,mud,NA,11.141,4.0286,48.915,1.6612,53.546,41.969,2.1,0.023,52.2,1,1
3.085,2.64,mud,NA,10.837,3.9353,49.831,1.688,58.829,41.808,2.4,0.023,52.2,1,1
3.106,2.66,mud,NA,10.073,3.9728,53.646,1.774,60.95,40.515,0.1,0.022,52.8,1,1
3.11,2.66,mud,NA,10.073,3.9728,53.646,1.774,60.95,40.515,0.1,0.022,52.8,1,1
3.131,2.68,mud,NA,10.726,3.7539,50.091,1.7858,58.137,42.389,2.4,0.022,51.7,1,1
3.135,2.68,mud,NA,10.726,3.7539,50.091,1.7858,58.137,42.389,2.4,0.022,51.7,1,1
3.156,2.7,mud,NA,10.226,3.8848,53.815,1.7544,59.457,40.765,0.3,0.022,50.6,1,1
3.16,2.7,mud,NA,10.226,3.8848,53.815,1.7544,59.457,40.765,0.3,0.022,50.6,1,1
3.181,2.72,mud,NA,11.534,3.7498,48.472,1.6905,53.45,43.937,2.1,0.022,49.9,1,1
3.185,2.72,mud,NA,11.321,3.6704,49.346,1.6989,55.174,43.285,2.1,0.022,49.9,1,1
3.206,2.74,mud,NA,11.84,3.4931,46.789,1.7138,55.002,43.168,2.1,0.022,48.9,1,1
3.21,2.74,mud,NA,11.84,3.4931,46.789,1.7138,55.002,43.168,2.1,0.022,48.9,1,1
3.231,2.76,mud,NA,11.982,3.4584,45.554,1.7179,53.594,44.341,-0.5,0.022,48.2,1,1
3.235,2.77,mud,NA,11.982,3.4584,45.554,1.7179,53.594,44.341,-0.5,0.022,48.2,1,1
3.256,2.78,mud,NA,11.582,3.5202,48.502,1.7405,57.289,42.637,-0.8,0.022,47.9,1,1
3.26,2.79,mud,NA,11.582,3.5202,48.502,1.7405,57.289,42.637,-0.5,0.022,47.9,1,1
3.281,2.81,mud,NA,11.741,3.5575,47.526,1.7045,54.339,44.034,-1.1,0.022,47.3,1,1
3.285,2.81,mud,NA,11.34,3.6443,46.44,1.6441,53.035,42.835,-1.1,0.022,47.3,1,1
3.306,2.83,mud,NA,11.116,3.7446,45.793,1.6073,54.285,43.201,-0.2,0.021,46,1,1
3.31,2.83,mud,NA,11.116,3.7446,45.793,1.6073,54.285,43.201,-0.2,0.021,46,1,1
3.331,2.85,mud,NA,11.272,3.6675,44.107,1.5832,52.128,43.981,-0.5,0.021,45.2,1,1
3.335,2.85,mud,NA,11.272,3.6675,44.107,1.5832,52.128,43.981,-0.5,0.021,45.2,1,1
3.356,2.87,mud,NA,9.8484,3.7562,54.925,1.6484,64.194,38.05,-1.1,0.021,44.6,1,1
3.36,2.87,mud,NA,9.8484,3.7562,54.925,1.6484,64.194,38.05,-1.1,0.021,44.6,1,1
3.381,2.89,mud,NA,9.2634,3.5551,53.545,1.5987,65.705,36.068,0.3,0.021,44.4,1,1
3.385,2.89,mud,NA,10.373,3.7705,49.373,1.6497,57.924,40.428,0.3,0.021,44.4,1,1
3.406,2.91,mud,NA,10.859,3.7109,47.726,1.6122,56.326,40.785,1.2,0.021,44.3,1,1
3.41,2.92,mud,NA,10.859,3.7109,47.726,1.6122,56.326,40.785,1.2,0.021,44.3,1,1
3.431,2.93,mud,NA,10.96,3.8187,46.755,1.646,53.432,41.759,-1.6,0.021,44.5,1,1
3.435,2.94,mud,NA,10.96,3.8187,46.755,1.646,53.432,41.759,-1.6,0.021,44.5,1,1
3.456,2.95,mud,NA,10.912,3.8245,45.841,1.612,52.121,42.087,1.3,0.021,44.8,1,1
3.46,2.96,mud,NA,10.912,3.8245,45.841,1.612,52.121,42.087,1.8,0.021,44.8,1,1
3.481,2.98,mud,NA,11.311,3.7966,45.937,1.6159,54.544,42.763,1.2,0.021,45.2,1,1
3.485,2.98,mud,NA,11.405,3.7992,44.519,1.5966,53.305,42.956,1.2,0.021,45.2,1,1
3.506,3,mud,NA,10.622,3.9176,45.994,1.6204,53.307,41.086,-0.2,0.021,45.7,1,1
3.51,3,mud,NA,10.622,3.9176,45.994,1.6204,53.307,41.086,-0.2,0.021,45.7,1,1
3.531,3.02,mud,NA,9.7095,4.0963,50.953,1.6605,59.192,38.505,-0.2,0.021,46,1,1
3.535,3.02,mud,NA,9.7095,4.0963,50.953,1.6605,59.192,38.505,-0.2,0.021,46,1,1
3.556,3.04,mud,NA,9.2569,4.0833,51.247,1.6286,58.68,37.445,1,0.021,46.7,1,1
3.56,3.04,mud,NA,9.2569,4.0833,51.247,1.6286,58.68,37.445,1,0.021,46.7,1,1
3.581,3.06,mud,NA,10.728,3.9326,46.4,1.5794,56.819,40.929,1.8,0.021,48,1,1
3.585,3.07,mud,NA,11.284,3.9509,44.623,1.5497,51.089,42.716,1.8,0.021,48,1,1
3.606,3.08,mud,NA,10.964,3.983,46.518,1.535,51.415,42.59,2.1,0.02,49.6,1,1
3.61,3.09,mud,NA,10.964,3.983,46.518,1.535,51.415,42.59,2.1,0.02,49.6,1,1
3.631,3.1,mud,NA,10.916,3.9776,43.364,1.528,52.069,43.27,1.5,0.02,51.3,1,1
3.635,3.11,mud,NA,10.916,3.9776,43.364,1.528,52.069,43.27,1.5,0.02,51.3,1,1
3.656,3.13,mud,NA,11.381,4.0632,44.857,1.4935,48.101,43.348,0.7,0.02,52.7,1,1
3.66,3.13,mud,NA,11.381,4.0632,44.857,1.4935,48.101,43.348,0.7,0.02,52.7,1,1
3.681,3.15,mud,NA,11.416,4.0309,44.642,1.4987,50.142,43.828,2.2,0.02,54.1,1,1
3.685,3.15,mud,NA,10.832,4.1713,47.716,1.4983,49.166,42.79,2.2,0.02,54.1,1,1
3.706,3.17,mud,NA,10.945,4.0637,49.555,1.4873,49.322,43.01,-0.1,0.02,54.9,1,1
3.71,3.17,mud,NA,10.945,4.0637,49.555,1.4873,49.322,43.01,-0.1,0.02,54.9,1,1
3.731,3.19,mud,NA,10.871,4.0899,49.965,1.4596,49.835,42.972,3.1,0.02,54.7,1,1
3.735,3.19,mud,NA,10.871,4.0899,49.965,1.4596,49.835,42.972,3.1,0.02,54.7,1,1
3.756,3.21,mud,NA,10.823,4.1858,47.827,1.4676,49.537,42.652,3.8,0.02,53.5,1,1
3.76,3.21,mud,NA,10.823,4.1858,47.827,1.4676,49.537,42.652,3.8,0.02,53.5,1,1
3.781,3.23,mud,NA,10.611,4.1677,47.571,1.453,49.581,42.779,3.1,0.02,52.4,1,1
3.785,3.24,mud,NA,10.501,4.0389,47.987,1.4463,50.424,42.568,3.8,0.02,52.4,1,1
3.806,3.25,mud,NA,10.978,4.0594,46.723,1.4561,49.429,43.888,2.7,0.02,51.6,1,1
3.81,3.26,mud,NA,10.978,4.0594,46.723,1.4561,49.429,43.888,2.7,0.02,51.6,1,1
3.831,3.28,mud,NA,10.995,3.9983,50.055,1.4647,48.734,43.765,1.6,0.02,50.5,1,1
3.835,3.28,mud,NA,10.995,3.9983,50.055,1.4647,48.734,43.765,1.6,0.02,50.5,1,1
3.856,3.3,mud,NA,10.641,4.026,49.884,1.5079,49.9,42.46,3.1,0.02,49.1,1,1
3.86,3.3,mud,NA,10.641,4.026,49.884,1.5079,49.9,42.46,3.1,0.02,49.1,1,1
3.881,3.32,mud,NA,9.8361,3.9075,51.632,1.5855,58.513,39.506,0.1,0.02,46.8,1,1
3.885,3.32,mud,NA,10.416,3.806,49.477,1.625,56.014,39.694,0.1,0.02,46.8,1,1
3.906,3.34,mud,NA,9.5619,3.9224,50.032,1.6894,60.085,37.72,2.4,0.02,44.3,1,1
3.91,3.34,mud,NA,9.5619,3.9224,50.032,1.6894,60.085,37.72,2.4,0.02,44.3,1,1
3.931,3.36,mud,NA,10.347,3.9068,51.921,1.6281,58.496,39.966,1.5,0.02,42.7,1,1
3.935,3.36,mud,NA,10.347,3.9068,51.921,1.6281,58.496,39.966,1.5,0.02,42.7,1,1
3.956,3.38,mud,NA,8.621,4.1071,55.371,1.6901,65.264,35.708,1,0.02,42.5,1,1
3.96,3.39,mud,NA,8.621,4.1071,55.371,1.6901,65.264,35.708,1.8,0.02,42.5,1,1
3.981,3.4,mud,NA,8.6545,4.0666,56.648,1.6596,67.183,35.059,1.8,0.02,42.3,1,1
3.985,3.41,mud,NA,8.9959,3.9864,54.344,1.692,60.927,36.858,2.4,0.02,42.3,1,1
4.006,3.43,mud,NA,10.731,3.7357,47.631,1.6131,54.55,40.717,2.1,0.02,41.6,1,1
4.01,3.43,mud,NA,10.731,3.7357,47.631,1.6131,54.55,40.717,2.1,0.02,41.6,1,1
4.031,3.45,mud,NA,10.849,3.7515,46.091,1.636,56.339,40.717,2.1,0.02,41.4,1,1
4.035,3.45,mud,NA,10.849,3.7515,46.091,1.636,56.339,40.717,2.1,0.02,41.4,1,1
4.056,3.47,mud,NA,10.639,3.8177,46.066,1.6432,52.867,40.578,2.1,0.02,41.9,1,1
4.06,3.47,mud,NA,10.639,3.8177,46.066,1.6432,52.867,40.578,2.1,0.02,41.9,1,1
4.081,3.49,mud,NA,11.313,3.7944,45.916,1.5837,54.063,42.38,2.8,0.02,42.6,1,1
4.085,3.49,mud,NA,10.142,4.0426,48.238,1.6337,57.402,39.765,2.8,0.02,42.6,1,1
4.106,3.51,mud,NA,9.8066,4.3989,50.611,1.6222,54.979,38.76,3.1,0.02,44,1,1
4.11,3.51,mud,NA,9.8066,4.3989,50.611,1.6222,54.979,38.76,3.1,0.02,44,1,1
4.131,3.53,mud,NA,10.595,4.4284,47.41,1.5989,49.241,41.277,1.3,0.02,46.2,1,1
4.135,3.54,mud,NA,10.595,4.4284,47.41,1.5989,49.241,41.277,2.8,0.02,46.2,1,1
4.156,3.55,mud,NA,10.32,4.4543,47.24,1.6959,54.894,40.475,2.8,0.02,47.7,1,1
4.16,3.56,mud,NA,10.32,4.4543,47.24,1.6959,54.894,40.475,2.8,0.02,47.7,1,1
4.181,3.57,mud,NA,10.139,4.6701,51.534,1.622,52.112,39.752,2.8,0.02,48.7,1,1
4.185,3.58,mud,NA,11.111,4.3897,48.413,1.4888,46.336,42.431,0.7,0.02,48.7,1,1
4.206,3.6,mud,NA,10.823,4.3675,47.99,1.4663,45.136,42.234,0.8,0.02,49.1,1,1
4.21,3.6,mud,NA,10.823,4.3675,47.99,1.4663,45.136,42.234,0.8,0.02,49.1,1,1
4.231,3.62,mud,NA,10.493,4.3712,48.636,1.5117,50.736,40.609,1.2,0.02,48.1,1,1
4.235,3.62,mud,NA,10.493,4.3712,48.636,1.5117,50.736,40.609,1.2,0.02,48.1,1,1
4.255,3.64,mud,NA,10.424,4.0843,48.939,1.5594,51.158,41.841,0,0.02,46,1,1
4.26,3.64,mud,NA,10.424,4.0843,48.939,1.5594,51.158,41.841,0,0.02,46,1,1
4.28,3.66,mud,NA,10.196,4.0787,48.606,1.6546,55.342,39.205,2.8,0.02,43.8,1,1
4.285,3.66,mud,NA,9.7465,4.3526,50.675,1.6647,55.111,38.339,2.8,0.02,43.8,1,1
4.305,3.68,mud,NA,9.0381,4.2284,56.39,1.6632,61.204,35.725,2.4,0.021,42.4,1,1
4.31,3.69,mud,NA,9.0381,4.2284,56.39,1.6632,61.204,35.725,2.4,0.021,42.4,1,1
4.33,3.7,mud,NA,9.6813,4.1063,53.568,1.6245,58.222,37.981,2.8,0.021,41.7,1,1
4.335,3.71,mud,NA,9.6813,4.1063,53.568,1.6245,58.222,37.981,2.8,0.021,41.7,1,1
4.355,3.72,mud,NA,9.9153,4.0883,52.366,1.6184,58.145,38.8,2.1,0.021,41,1,1
4.36,3.73,mud,NA,9.9153,4.0883,52.366,1.6184,58.145,38.8,1,0.021,41,1,1
4.38,3.75,mud,NA,9.993,4.1649,49.429,1.6496,56.847,39.48,0.6,0.021,40,1,1
4.385,3.75,mud,NA,10.751,3.7674,44.365,1.6138,54.653,41.734,0.6,0.021,40,1,1
4.405,3.77,mud,NA,11.11,3.7058,43.648,1.5995,53.289,41.851,2.4,0.023,38.7,1,1
4.41,3.77,mud,NA,11.11,3.7058,43.648,1.5995,53.289,41.851,2.4,0.023,38.7,1,1
4.43,3.79,mud,NA,10.817,3.9041,46.125,1.5961,55.224,40.677,2.4,0.023,37.3,1,1
4.435,3.79,mud,NA,10.817,3.9041,46.125,1.5961,55.224,40.677,2.4,0.023,37.3,1,1
4.455,3.81,mud,NA,10.246,3.9171,47.023,1.6152,56.988,39.118,0.3,0.023,36,1,1
4.46,3.81,mud,NA,10.246,3.9171,47.023,1.6152,56.988,39.118,0.3,0.023,36,1,1
4.48,3.83,mud,NA,9.7667,3.9491,50.12,1.6023,62.231,37.746,1.1,0.023,39.6,1,1
4.485,3.83,mud,NA,7.8548,3.7042,46.463,1.6827,58.848,32.345,1.1,0.023,39.6,1,1
4.508,3.85,mud,NA,7.8548,3.7042,46.463,1.6827,58.848,32.345,1.9,0.022,43.2,1,1
4.513,3.86,mud,NA,7.8548,3.7042,46.463,1.6827,58.848,32.345,1.9,0.022,43.2,1,1
4.533,3.88,mud,NA,5.2368,4.2192,65.02,2.0287,76.407,25.348,3.1,0.022,33.3,1,1
4.538,3.88,mud,NA,5.2368,4.2192,65.02,2.0287,76.407,25.348,3.1,0.022,33.3,1,1
4.558,3.9,mud,NA,10.32,3.9839,46.824,1.6454,55.063,39.673,2.1,0.022,33.2,1,1
4.563,3.9,mud,NA,10.32,3.9839,46.824,1.6454,55.063,39.673,2.1,0.022,33.2,1,1
4.583,3.92,mud,NA,10.627,4.0452,45.568,1.6359,52.454,41.475,0.9,0.022,32.4,1,1
4.588,3.92,mud,NA,10.763,4.0847,44.265,1.6354,52.552,41.413,0.9,0.022,32.4,1,1
4.608,3.94,mud,NA,10.619,4.1525,45.749,1.6644,54.972,40.41,2.2,0.021,31.6,1,1
4.613,3.94,mud,NA,10.619,4.1525,45.749,1.6644,54.972,40.41,2.2,0.021,31.6,1,1
4.633,3.96,mud,NA,10.985,4.0119,44.19,1.6451,53.302,41.659,2.4,0.021,30.9,1,1
4.638,3.97,mud,NA,10.985,4.0119,44.19,1.6451,53.302,41.659,2.2,0.021,30.9,1,1
4.658,3.98,mud,NA,11.512,3.9181,41.806,1.5874,49.949,43.487,2.2,0.021,30.6,1,1
4.663,3.99,mud,NA,11.512,3.9181,41.806,1.5874,49.949,43.487,2.2,0.021,30.6,1,1
4.683,4,mud,NA,11.695,3.7598,45.927,1.5574,49.38,43.516,2.2,0.021,30.5,1,1
4.688,4.01,mud,NA,11.909,3.7534,44.696,1.5636,49.185,43.043,2.4,0.021,30.5,1,1
4.708,4.03,mud,NA,12.164,3.6523,43.936,1.5604,51.224,43.213,1.9,0.021,30.6,1,1
4.713,4.03,mud,NA,12.164,3.6523,43.936,1.5604,51.224,43.213,1.9,0.021,30.6,1,1
4.733,4.05,mud,NA,12.006,3.4692,40.76,1.4944,47.593,43.892,1.7,0.021,30.7,1,1
4.738,4.05,mud,NA,12.006,3.4692,40.76,1.4944,47.593,43.892,1.7,0.021,30.7,1,1
4.758,4.07,mud,NA,12.109,3.4502,42.727,1.5324,47.013,43.82,2.2,0.021,30.3,1,1
4.763,4.07,mud,NA,12.109,3.4502,42.727,1.5324,47.013,43.82,2.2,0.021,30.3,1,1
4.783,4.09,mud,NA,12.073,3.5413,41.347,1.5299,48.294,44.219,2.1,0.021,29.7,1,1
4.788,4.09,mud,NA,12.03,3.5678,41.87,1.5267,49.239,44.207,2.1,0.021,29.7,1,1
4.808,4.11,mud,NA,12.076,3.6809,39.585,1.5368,47.7,44.011,2.4,0.021,29.3,1,1
4.813,4.12,mud,NA,12.076,3.6809,39.585,1.5368,47.7,44.011,2.4,0.021,29.3,1,1
4.833,4.13,mud,NA,11.661,3.7346,42.977,1.5369,51.534,43.678,1.4,0.021,29,1,1
4.838,4.14,mud,NA,11.661,3.7346,42.977,1.5369,51.534,43.678,2.7,0.021,29,1,1
4.858,4.15,mud,NA,11.726,3.851,43.662,1.5266,48.518,43.973,2.7,0.021,28.8,1,1
4.863,4.16,mud,NA,11.726,3.851,43.662,1.5266,48.518,43.973,3.1,0.021,28.8,1,1
4.883,4.18,mud,NA,11.645,3.9564,44.346,1.5613,51.552,43.2,2.2,0.021,28.3,1,1
4.888,4.18,mud,NA,10.876,3.8683,47.72,1.6588,53.609,40.65,2.2,0.021,28.3,1,1
4.908,4.2,mud,NA,11.553,3.8629,45.927,1.6183,54.24,43.019,1.6,0.021,28.1,1,1
4.913,4.2,mud,NA,11.553,3.8629,45.927,1.6183,54.24,43.019,1.6,0.021,28.1,1,1
4.933,4.22,mud,NA,10.955,4.0667,46.023,1.6319,52.378,41.637,3.4,0.021,28.2,1,1
4.938,4.22,mud,NA,10.955,4.0667,46.023,1.6319,52.378,41.637,3.4,0.021,28.2,1,1
4.958,4.24,mud,NA,11.661,3.8743,44.955,1.5908,51.615,42.649,2.7,0.021,28.8,1,1
4.963,4.24,mud,NA,11.661,3.8743,44.955,1.5908,51.615,42.649,2.7,0.021,28.8,1,1
4.983,4.26,mud,NA,11.302,3.8911,47.071,1.5713,52.795,42.313,2.1,0.021,29.6,1,1
4.988,4.26,mud,NA,10.225,3.9298,50.147,1.66,58.627,39.576,2.1,0.021,29.6,1,1
5.008,4.28,mud,NA,10.415,3.9283,51.532,1.669,57.573,39.444,0.7,0.021,30.4,1,1
5.013,4.29,mud,NA,10.415,3.9283,51.532,1.669,57.573,39.444,0.7,0.021,30.4,1,1
5.033,4.3,mud,NA,10.171,4.0279,51.326,1.667,56.594,39.295,2.4,0.021,31.1,1,1
5.038,4.31,mud,NA,10.171,4.0279,51.326,1.667,56.594,39.295,2.7,0.021,31.1,1,1
5.058,4.32,mud,NA,10.996,3.856,48.949,1.6253,56.232,40.18,2.7,0.021,30.5,1,1
5.063,4.33,mud,NA,10.996,3.856,48.949,1.6253,56.232,40.18,2.7,0.021,30.5,1,1
5.083,4.35,mud,NA,11.132,3.8715,49.705,1.6305,55.42,40.636,3.4,0.021,28.7,1,1
5.088,4.35,mud,NA,11.379,4.0236,47.64,1.6222,54.16,41.716,3.4,0.021,28.7,1,1
5.108,4.37,mud,NA,11.996,4.0565,43.157,1.621,52.118,42.221,-0.1,0.021,26.8,1,1
5.113,4.37,mud,NA,11.996,4.0565,43.157,1.621,52.118,42.221,-0.1,0.021,26.8,1,1
5.133,4.39,mud,NA,12.061,4.032,43.195,1.639,51.955,42.574,2.4,0.021,25.1,1,1
5.138,4.39,mud,NA,12.061,4.032,43.195,1.639,51.955,42.574,2.4,0.021,25.1,1,1
5.158,4.41,mud,NA,12.57,3.9398,44.262,1.5611,48.715,43.033,2.2,0.021,24,1,1
5.163,4.41,mud,NA,12.57,3.9398,44.262,1.5611,48.715,43.033,2.2,0.021,24,1,1
5.183,4.43,mud,NA,11.73,4.0957,43.658,1.6122,52.356,42.603,3.1,0.021,22.8,1,1
5.188,4.44,mud,NA,12.228,4.1402,44.295,1.6183,51.078,42.813,3.1,0.021,22.8,1,1
5.208,4.45,mud,NA,11.969,4.1675,42.797,1.6194,49.402,43.495,4.1,0.022,22.1,1,1
5.213,4.46,mud,NA,11.969,4.1675,42.797,1.6194,49.402,43.495,4.1,0.022,22.1,1,1
5.233,4.47,mud,NA,12.186,4.0614,43.138,1.6408,50.027,43.552,3.8,0.022,21.7,1,1
5.238,4.48,mud,NA,12.186,4.0614,43.138,1.6408,50.027,43.552,3.8,0.022,21.7,1,1
5.258,4.5,mud,NA,12.206,4.0001,43.221,1.6094,50.812,43.648,3.4,0.022,20.9,1,1
5.263,4.5,mud,NA,12.206,4.0001,43.221,1.6094,50.812,43.648,3.4,0.022,20.9,1,1
5.283,4.52,mud,NA,11.812,4.0996,44.158,1.601,52.178,42.888,2.8,0.022,19.7,1,1
5.288,4.52,mud,NA,12.246,3.8055,42.663,1.5684,48.832,43.86,2.8,0.022,19.7,1,1
5.308,4.54,mud,NA,12.195,3.738,44.957,1.5542,48.914,43.757,2.5,0.021,18.5,1,1
5.313,4.54,mud,NA,12.195,3.738,44.957,1.5542,48.914,43.757,2.5,0.021,18.5,1,1
5.333,4.56,mud,NA,12.273,3.859,42.549,1.5547,48.422,44.021,2.8,0.021,17.5,1,1
5.338,4.56,mud,NA,12.273,3.859,42.549,1.5547,48.422,44.021,2.8,0.021,17.5,1,1
5.358,4.58,mud,NA,12.217,3.8965,42.985,1.5726,51.825,44.399,3.1,0.021,16.7,1,1
5.363,4.59,mud,NA,12.217,3.8965,42.985,1.5726,51.825,44.399,4.1,0.021,16.7,1,1
5.383,4.6,mud,NA,12.264,3.9739,43.186,1.56,48.432,44.026,4.1,0.021,16.3,1,1
5.388,4.61,mud,NA,12.228,3.8394,42.55,1.5565,49.353,44.454,3.4,0.021,16.3,1,1
5.408,4.62,mud,NA,12.015,4.0915,43.492,1.607,51.595,43.621,3.8,0.021,15.9,1,1
5.413,4.63,mud,NA,12.015,4.0915,43.492,1.607,51.595,43.621,3.8,0.021,15.9,1,1
5.433,4.65,mud,NA,11.616,4.291,43.511,1.5887,51.401,42.965,3.8,0.021,15.7,1,1
5.438,4.65,mud,NA,11.616,4.291,43.511,1.5887,51.401,42.965,3.8,0.021,15.7,1,1
5.458,4.67,mud,NA,11.956,4.3965,48.082,1.5631,48.053,43.989,4.6,0.021,15.4,1,1
5.463,4.67,mud,NA,11.956,4.3965,48.082,1.5631,48.053,43.989,4.6,0.021,15.4,1,1
5.483,4.69,mud,NA,11.141,4.2482,46.389,1.5773,51.18,42.454,5.3,0.021,15.3,1,1
5.488,4.69,mud,NA,11.377,4.5047,48.696,1.5486,49.585,42.811,5.3,0.021,15.3,1,1
5.508,4.71,mud,NA,11.373,3.6794,45.214,1.5797,49.682,43.913,4.6,0.021,14.9,1,1
5.513,4.71,mud,NA,11.373,3.6794,45.214,1.5797,49.682,43.913,4.6,0.021,14.9,1,1
5.533,4.73,mud,NA,11.711,3.644,45.179,1.5073,47.268,44.444,4.2,0.021,14.5,1,1
5.538,4.74,mud,NA,11.711,3.644,45.179,1.5073,47.268,44.444,2.8,0.021,14.5,1,1
5.558,4.75,mud,NA,11.784,4.1539,45.437,1.4947,47.251,44.296,2.8,0.021,14.5,1,1
5.563,4.76,mud,NA,11.784,4.1539,45.437,1.4947,47.251,44.296,4.6,0.021,14.5,1,1
5.583,4.77,mud,NA,11.504,4.5662,46.192,1.4949,45.22,43.057,4.6,0.021,14.2,1,1
5.588,4.78,mud,NA,11.494,4.5185,45.419,1.5184,48.765,43.063,5,0.021,14.2,1,1
5.608,4.8,mud,NA,11.05,4.7375,42.495,1.5003,44.645,42.741,5,0.021,13.7,1,1
5.613,4.8,mud,NA,11.05,4.7375,42.495,1.5003,44.645,42.741,5,0.021,13.7,1,1
5.633,4.82,mud,NA,11.508,4.2063,44.897,1.5075,47.527,43.392,4.7,0.021,13.3,1,1
5.638,4.82,mud,NA,11.508,4.2063,44.897,1.5075,47.527,43.392,4.7,0.021,13.3,1,1
5.658,4.84,mud,NA,10.608,5.5321,45.781,1.4417,44.854,41.92,5.4,0.021,12.7,1,1
5.663,4.84,mud,NA,10.608,5.5321,45.781,1.4417,44.854,41.92,5.4,0.021,12.7,1,1
5.683,4.86,mud,NA,10.859,4.6454,47.194,1.474,45.754,43.077,3.1,0.021,12.5,1,1
5.688,4.86,mud,NA,10.92,4.1058,47.978,1.4537,45.141,43.716,3.1,0.021,12.5,1,1
5.708,4.88,mud,NA,10.829,4.3345,46.051,1.4863,48.275,43.061,3.4,0.02,12.5,1,1
5.713,4.88,mud,NA,10.829,4.3345,46.051,1.4863,48.275,43.061,3.4,0.02,12.5,1,1
5.733,4.9,mud,NA,10.63,4.3602,46.705,1.4619,45.347,43.077,4.1,0.02,12.7,1,1
5.738,4.91,mud,NA,10.63,4.3602,46.705,1.4619,45.347,43.077,1.9,0.02,12.7,1,1
5.758,4.92,mud,NA,10.406,4.829,52.964,1.4605,46.308,41.986,1.9,0.02,12.9,1,1
5.763,4.93,mud,NA,10.406,4.829,52.964,1.4605,46.308,41.986,2,0.02,12.9,1,1
5.783,4.94,mud,NA,10.486,5.6148,56.183,1.4405,43.091,42.122,2,0.02,13.1,1,1
5.788,4.95,mud,NA,10.369,5.6154,56.85,1.4782,43.959,41.596,3.4,0.02,13.1,1,1
5.808,4.97,mud,NA,9.2655,6.029,61.933,1.4912,46.388,38.24,1.3,0.021,13.5,1,1
5.813,4.97,mud,NA,9.2655,6.029,61.933,1.4912,46.388,38.24,1.3,0.021,13.5,1,1
5.833,4.99,mud,NA,8.3952,6.6022,66.476,1.5236,52.001,35.907,1.6,0.021,14,1,1
5.838,4.99,mud,NA,8.3952,6.6022,66.476,1.5236,52.001,35.907,1.6,0.021,14,1,1
5.858,5.01,mud,NA,9.5842,6.1528,54.211,1.486,46.465,40.419,1.9,0.021,14.4,1,1
5.863,5.01,mud,NA,9.5842,6.1528,54.211,1.486,46.465,40.419,1.9,0.021,14.4,1,1
5.883,5.03,mud,NA,10.2,6.5408,53.083,1.4866,42.028,40.743,5.8,0.021,14.7,1,1
5.888,5.03,mud,NA,9.8391,5.7127,47.805,1.5374,47.085,41.283,5.8,0.021,14.7,1,1
5.908,5.05,mud,NA,9.6453,4.5765,45.993,1.5453,50.181,41.378,5.9,0.023,14.9,1,1
5.913,5.06,mud,NA,9.6453,4.5765,45.993,1.5453,50.181,41.378,5.9,0.023,14.9,1,1
5.933,5.07,mud,NA,10.444,4.9833,49.102,1.4882,45.95,43.017,3.1,0.023,16.4,1,1
5.938,5.08,mud,NA,10.444,4.9833,49.102,1.4882,45.95,43.017,4.1,0.023,16.4,1,1
5.958,5.09,mud,NA,10.537,5.5223,48.652,1.4979,44.938,42.472,4.1,0.023,21.5,1,1
5.963,5.1,mud,NA,10.537,5.5223,48.652,1.4979,44.938,42.472,2.4,0.023,21.5,1,1
5.983,5.12,mud,NA,10.46,5.3877,49.782,1.5095,44.042,42.758,4.3,0.023,22.6,1,1
5.988,5.12,mud,NA,10.351,5.5211,43.844,1.4376,44.62,41.91,4.3,0.023,22.6,1,1
6,5.13,mud,NA,10.351,5.5211,43.844,1.4376,44.62,41.91,4.3,0.023,22.6,1,1
