"","depth","mclust_results","hclust_3PCs-5Clusters"
"4032",62.016,1,3
"4033",62.037,3,3
"4034",62.041,3,3
"4035",62.062,3,3
"4036",62.066,3,3
"4037",62.087,3,3
"4038",62.091,3,3
"4039",62.112,3,3
"4040",62.116,3,3
"4041",62.137,3,3
"4042",62.141,3,3
"4043",62.162,4,3
"4044",62.166,4,3
"4045",62.187,3,3
"4046",62.191,3,3
"4047",62.212,3,3
"4048",62.216,3,3
"4049",62.237,3,3
"4050",62.241,3,2
"4051",62.262,3,3
"4052",62.266,3,3
"4053",62.287,4,4
"4054",62.291,3,3
"4055",62.312,3,3
"4056",62.316,3,3
"4057",62.337,3,3
"4058",62.341,3,3
"4059",62.362,3,3
"4060",62.366,3,3
"4061",62.387,3,3
"4062",62.391,3,2
"4063",62.412,3,3
"4064",62.416,3,3
"4065",62.437,3,3
"4066",62.441,3,3
"4067",62.462,3,3
"4068",62.466,3,3
"4069",62.487,4,3
"4070",62.491,4,3
"4071",62.512,3,3
"4072",62.516,3,3
"4073",62.537,3,3
"4074",62.541,3,3
"4075",62.562,3,3
"4076",62.566,3,3
"4077",62.587,3,2
"4078",62.591,3,3
"4079",62.612,3,3
"4080",62.616,3,3
"4081",62.637,3,3
"4082",62.641,3,3
"4083",62.662,3,3
"4084",62.666,3,3
"4085",62.687,3,3
"4086",62.691,3,3
"4087",62.712,3,3
"4088",62.716,3,3
"4089",62.737,3,3
"4090",62.741,3,3
"4091",62.762,3,3
"4092",62.766,3,3
"4093",62.787,4,3
"4094",62.791,3,3
"4095",62.812,3,3
"4096",62.816,3,3
"4097",62.837,4,2
"4098",62.841,4,2
"4099",62.862,3,3
"4100",62.866,3,3
"4101",62.887,3,2
"4102",62.912,3,3
"4103",62.937,3,3
"4104",62.943,3,3
"4105",62.962,3,3
"4106",62.968,3,3
"4107",62.987,4,3
"4108",62.993,4,3
"4109",63.012,3,3
"4110",63.018,3,3
"4111",63.037,3,3
"4112",63.043,3,3
"4113",63.062,3,3
"4114",63.068,3,3
"4115",63.087,3,3
"4116",63.093,3,3
"4117",63.112,3,3
"4118",63.118,3,3
"4119",63.137,3,3
"4120",63.143,3,3
"4121",63.162,3,3
"4122",63.168,3,3
"4123",63.187,3,2
"4124",63.193,3,2
"4125",63.212,3,3
"4126",63.218,3,3
"4127",63.237,3,3
"4128",63.243,3,3
"4129",63.262,4,2
"4130",63.268,4,2
"4131",63.287,3,3
"4132",63.293,3,3
"4133",63.312,3,2
"4134",63.318,3,2
"4135",63.337,3,3
"4136",63.343,3,3
"4137",63.362,3,3
"4138",63.368,3,3
"4139",63.387,3,3
"4140",63.393,3,3
"4141",63.412,3,3
"4142",63.418,3,3
"4143",63.437,3,3
"4144",63.443,3,3
"4145",63.462,3,3
"4146",63.468,3,3
"4147",63.487,3,3
"4148",63.493,3,3
"4149",63.512,3,3
"4150",63.518,3,3
"4151",63.537,3,3
"4152",63.543,3,3
"4153",63.562,3,3
"4154",63.568,3,3
"4155",63.587,3,3
"4156",63.593,3,3
"4157",63.612,3,2
"4158",63.618,3,2
"4159",63.637,3,3
"4160",63.643,3,3
"4161",63.662,3,3
"4162",63.668,3,3
"4163",63.687,3,3
"4164",63.693,3,3
"4165",63.712,3,3
"4166",63.718,3,3
"4167",63.737,3,3
"4168",63.743,3,3
"4169",63.762,3,3
"4170",63.768,3,2
"4171",63.787,4,2
"4172",63.793,4,2
"4173",63.812,3,3
"4174",63.818,3,3
"4175",63.837,3,3
"4176",63.843,3,3
"4177",63.862,4,2
"4178",63.868,4,2
"4179",63.887,4,2
"4180",63.893,4,2
"4181",63.912,4,2
"4182",63.918,4,2
"4183",63.937,4,2
"4184",63.943,4,2
"4185",63.962,4,2
"4186",63.968,3,3
"4187",63.987,4,2
"4188",63.993,4,2
"4189",64.012,4,2
"4190",64.018,4,2
"4191",64.037,4,2
"4192",64.043,4,2
"4193",64.062,4,2
"4194",64.068,4,2
"4195",64.087,3,2
"4196",64.093,3,2
"4197",64.112,3,3
"4198",64.118,3,3
"4199",64.137,4,2
"4200",64.143,4,2
"4201",64.162,4,2
"4202",64.168,3,3
"4203",64.187,3,3
"4204",64.193,3,3
"4205",64.212,3,3
"4206",64.218,3,3
"4207",64.237,3,3
"4208",64.243,3,3
"4209",64.262,4,2
"4210",64.268,4,2
"4211",64.287,4,2
"4212",64.293,4,2
"4213",64.312,3,3
"4214",64.318,3,3
"4215",64.337,3,3
"4216",64.343,3,3
"4217",64.362,3,3
"4218",64.368,1,3
"4219",64.393,1,3
"4220",64.4,1,3
"4221",64.402,1,3
"4222",64.425,3,3
"4223",64.427,3,3
"4224",64.45,4,2
"4225",64.452,4,2
"4226",64.475,4,2
"4227",64.477,4,2
"4228",64.5,3,2
"4229",64.502,3,2
"4230",64.525,3,3
"4231",64.527,3,3
"4232",64.55,3,3
"4233",64.552,3,3
"4234",64.575,3,3
"4235",64.577,3,3
"4236",64.6,3,3
"4237",64.602,3,3
"4238",64.625,3,2
"4239",64.627,3,2
"4240",64.65,3,3
"4241",64.652,3,3
"4242",64.675,3,3
"4243",64.677,3,3
"4244",64.7,3,2
"4245",64.702,3,2
"4246",64.725,3,3
"4247",64.727,3,3
"4248",64.75,4,2
"4249",64.752,4,2
"4250",64.775,3,2
"4251",64.777,3,2
"4252",64.8,4,2
"4253",64.802,4,2
"4254",64.825,3,3
"4255",64.827,3,3
"4256",64.85,3,3
"4257",64.852,3,3
"4258",64.875,3,3
"4259",64.877,3,3
"4260",64.9,3,3
"4261",64.902,3,3
"4262",64.925,3,3
"4263",64.927,3,3
"4264",64.95,3,3
"4265",64.952,3,3
"4266",64.975,3,3
"4267",64.977,3,3
"4268",65,3,3
"4269",65.002,3,3
"4270",65.025,3,3
"4271",65.027,3,3
"4272",65.05,3,3
"4273",65.052,3,3
"4274",65.075,3,3
"4275",65.077,3,3
"4276",65.097,3,3
"4277",65.097,3,3
"4278",65.1,3,3
"4279",65.102,3,3
"4280",65.122,3,3
"4281",65.125,3,3
"4282",65.127,3,3
"4283",65.147,3,3
"4284",65.147,3,3
"4285",65.15,3,3
"4286",65.152,3,3
"4287",65.172,3,3
"4288",65.175,3,3
"4289",65.177,3,3
"4290",65.197,3,3
"4291",65.197,3,3
"4292",65.2,3,3
"4293",65.202,3,3
"4294",65.225,3,3
"4295",65.227,3,3
"4296",65.25,3,2
"4297",65.252,3,2
"4298",65.275,3,3
"4299",65.277,3,3
"4300",65.3,3,3
"4301",65.302,3,3
"4302",65.325,3,3
"4303",65.327,3,3
"4304",65.35,3,3
"4305",65.352,3,3
"4306",65.375,3,3
"4307",65.377,3,3
"4308",65.4,3,3
"4309",65.402,3,3
"4310",65.425,3,3
"4311",65.427,3,3
"4312",65.45,3,3
"4313",65.452,3,3
"4314",65.475,3,3
"4315",65.477,3,3
"4316",65.5,3,3
"4317",65.502,3,3
"4318",65.525,3,3
"4319",65.527,3,3
"4320",65.55,3,3
"4321",65.552,3,3
"4322",65.575,3,3
"4323",65.577,3,3
"4324",65.6,3,2
"4325",65.602,3,2
"4326",65.625,3,3
"4327",65.627,3,3
"4328",65.65,3,3
"4329",65.652,3,3
"4330",65.675,3,3
"4331",65.677,3,3
"4332",65.7,3,3
"4333",65.702,3,3
"4334",65.725,3,3
"4335",65.727,3,3
"4336",65.75,3,3
"4337",65.752,3,3
"4338",65.775,3,3
"4339",65.777,3,3
"4340",65.8,3,3
"4341",65.802,3,3
"4342",65.825,3,3
"4343",65.827,3,3
"4344",65.85,1,1
"4345",65.861,1,1
"4346",65.866,1,1
"4347",65.886,3,3
"4348",65.891,3,3
"4349",65.911,3,3
"4350",65.916,3,3
"4351",65.936,3,3
"4352",65.941,3,3
"4353",65.961,3,3
"4354",65.966,3,3
"4355",65.986,3,3
"4356",65.991,3,3
"4357",66.011,3,3
"4358",66.016,3,3
"4359",66.036,3,3
"4360",66.041,3,3
"4361",66.061,3,3
"4362",66.066,3,3
"4363",66.086,3,3
"4364",66.091,3,3
"4365",66.111,3,3
"4366",66.116,3,3
"4367",66.136,3,3
"4368",66.141,3,3
"4369",66.161,3,3
"4370",66.166,3,3
"4371",66.186,3,3
"4372",66.191,3,3
"4373",66.211,3,3
"4374",66.216,3,3
"4375",66.236,3,3
"4376",66.241,3,3
"4377",66.261,3,3
"4378",66.266,3,3
"4379",66.286,3,3
"4380",66.291,3,3
"4381",66.311,3,3
"4382",66.316,3,3
"4383",66.336,3,3
"4384",66.341,3,3
"4385",66.361,3,3
"4386",66.366,3,3
"4387",66.386,3,3
"4388",66.391,3,3
"4389",66.411,3,3
"4390",66.416,3,3
"4391",66.436,3,3
"4392",66.441,3,3
"4393",66.461,3,3
"4394",66.466,3,3
"4395",66.486,3,3
"4396",66.491,3,3
"4397",66.511,3,3
"4398",66.516,3,3
"4399",66.536,1,3
"4400",66.541,1,3
"4401",66.561,2,1
"4402",66.566,2,1
"4403",66.586,2,1
"4404",66.591,2,1
"4405",66.611,2,1
"4406",66.616,2,1
"4407",66.636,2,1
"4408",66.641,2,1
"4409",66.661,1,1
"4410",66.666,1,1
"4411",66.686,1,3
"4412",66.691,1,3
"4413",66.711,1,3
"4414",66.716,1,3
"4415",66.736,1,3
"4416",66.741,1,3
"4417",66.761,1,3
"4418",66.766,1,3
"4419",66.786,2,1
"4420",66.791,1,3
"4421",66.811,1,3
"4422",66.816,1,3
"4423",66.836,3,3
"4424",66.841,3,3
"4425",66.861,3,3
"4426",66.866,3,3
"4427",66.886,3,3
"4428",66.891,3,3
"4429",66.911,3,3
"4430",66.916,3,3
"4431",66.936,3,3
"4432",66.941,3,3
"4433",66.961,1,1
"4434",66.966,1,1
"4435",66.986,1,3
"4436",66.991,1,3
"4437",67.011,3,3
"4438",67.016,3,3
"4439",67.036,1,3
"4440",67.041,1,3
"4441",67.061,3,3
"4442",67.066,3,3
"4443",67.086,1,3
"4444",67.091,1,3
"4445",67.111,1,3
"4446",67.116,1,3
"4447",67.136,1,3
"4448",67.141,1,3
"4449",67.161,1,3
"4450",67.166,1,3
"4451",67.186,3,3
"4452",67.191,3,3
"4453",67.211,3,3
"4454",67.216,3,3
"4455",67.236,3,3
"4456",67.241,3,3
"4457",67.261,3,3
"4458",67.266,3,3
"4459",67.286,3,3
"4460",67.311,1,3
"4461",67.33,1,3
"4462",67.343,1,3
"4463",67.355,3,3
"4464",67.368,3,3
"4465",67.38,3,3
"4466",67.393,3,3
"4467",67.405,3,3
"4468",67.418,3,3
"4469",67.43,3,3
"4470",67.443,3,3
"4471",67.455,3,3
"4472",67.468,3,3
"4473",67.48,3,3
"4474",67.493,3,3
"4475",67.505,3,3
"4476",67.518,3,3
"4477",67.535,3,3
"4478",67.542,3,3
"4479",67.56,3,3
"4480",67.585,3,3
"4481",67.592,3,3
"4482",67.61,3,3
"4483",67.635,1,3
"4484",67.642,1,3
"4485",67.66,1,3
"4486",67.685,1,3
"4487",67.692,3,3
"4488",67.71,3,3
"4489",67.735,1,3
"4490",67.742,1,3
"4491",67.76,3,3
"4492",67.785,3,3
"4493",67.792,3,3
"4494",67.81,3,3
"4495",67.835,3,3
"4496",67.842,3,3
"4497",67.86,3,3
"4498",67.885,3,3
"4499",67.892,3,3
"4500",67.91,3,3
"4501",67.935,3,2
"4502",67.942,3,2
"4503",68.005,3,3
"4504",68.03,1,3
"4505",68.046,1,3
"4506",68.055,1,3
"4507",68.08,1,1
"4508",68.096,1,2
"4509",68.105,1,3
"4510",68.13,1,3
"4511",68.146,1,3
"4512",68.155,1,3
"4513",68.18,1,1
"4514",68.196,1,3
"4515",68.205,1,1
"4516",68.23,1,3
"4517",68.246,3,3
"4518",68.255,3,3
"4519",68.28,3,3
"4520",68.296,3,3
"4521",68.305,1,3
"4522",68.33,3,3
"4523",68.346,2,2
"4524",68.355,2,2
"4525",68.38,4,4
"4526",68.396,3,3
"4527",68.405,3,2
"4528",68.43,4,2
"4529",68.446,3,3
"4530",68.455,3,3
"4531",68.48,3,3
"4532",68.496,1,3
"4533",68.505,1,3
"4534",68.53,3,3
"4535",68.546,4,2
"4536",68.555,4,2
"4537",68.58,4,2
"4538",68.596,3,3
"4539",68.605,4,2
"4540",68.63,4,2
"4541",68.646,4,4
"4542",68.655,4,4
"4543",68.68,3,3
"4544",68.696,3,2
"4545",68.705,3,3
"4546",68.73,1,3
"4547",68.746,3,3
"4548",68.755,3,3
"4549",68.78,3,3
"4550",68.796,3,3
"4551",68.805,1,3
"4552",68.83,3,3
"4553",68.846,3,3
"4554",68.855,3,3
"4555",68.88,3,3
"4556",68.896,3,3
"4557",68.905,3,3
"4558",68.93,3,3
"4559",68.946,3,3
"4560",68.955,3,3
"4561",68.98,1,3
"4562",68.996,3,3
"4563",69.005,1,3
"4564",69.03,3,3
"4565",69.046,3,3
"4566",69.055,3,3
"4567",69.08,3,3
"4568",69.096,3,3
"4569",69.105,1,3
"4570",69.13,1,3
"4571",69.146,3,3
"4572",69.155,3,3
"4573",69.18,1,3
"4574",69.196,3,3
"4575",69.205,1,3
"4576",69.23,1,1
"4577",69.246,1,3
"4578",69.255,1,3
"4579",69.28,1,3
"4580",69.296,1,3
"4581",69.305,1,2
"4582",69.33,1,3
"4583",69.346,1,3
"4584",69.355,1,3
"4585",69.38,1,3
"4586",69.396,1,3
"4587",69.405,1,3
"4588",69.43,3,3
"4589",69.446,3,3
"4590",69.459,3,3
"4591",69.484,3,3
"4592",69.492,3,3
"4593",69.509,3,3
"4594",69.534,3,3
"4595",69.542,3,3
"4596",69.559,3,3
"4597",69.584,1,3
"4598",69.592,1,3
"4599",69.609,3,3
"4600",69.634,3,3
"4601",69.642,3,3
"4602",69.659,3,3
"4603",69.684,3,3
"4604",69.692,3,3
"4605",69.709,3,3
"4606",69.734,3,3
"4607",69.742,3,3
"4608",69.759,3,3
"4609",69.784,3,3
"4610",69.792,3,3
"4611",69.809,3,3
"4612",69.834,1,3
"4613",69.842,1,3
"4614",69.859,1,3
"4615",69.884,3,3
"4616",69.892,3,3
"4617",69.909,3,3
"4618",69.934,3,3
"4619",69.942,3,3
"4620",69.959,3,3
"4621",69.984,3,3
"4622",69.992,3,3
"4623",70.009,3,3
"4624",70.034,3,3
"4625",70.042,3,3
"4626",70.059,3,3
"4627",70.084,3,3
"4628",70.092,3,3
"4629",70.109,3,3
"4630",70.134,1,3
"4631",70.142,3,3
"4632",70.159,3,3
"4633",70.184,3,3
"4634",70.192,3,3
"4635",70.209,3,3
"4636",70.234,1,3
"4637",70.242,1,3
"4638",70.259,1,3
"4639",70.284,1,3
"4640",70.292,1,3
"4641",70.309,1,3
"4642",70.334,1,3
"4643",70.342,1,3
"4644",70.359,1,3
"4645",70.384,1,3
"4646",70.392,1,3
"4647",70.409,1,3
"4648",70.434,1,3
"4649",70.442,1,3
"4650",70.459,1,3
"4651",70.484,1,3
"4652",70.492,1,3
"4653",70.509,3,3
"4654",70.534,3,3
"4655",70.542,1,3
"4656",70.559,1,3
"4657",70.584,1,3
"4658",70.592,1,3
"4659",70.609,1,3
"4660",70.634,1,1
"4661",70.642,1,1
"4662",70.659,1,1
"4663",70.684,1,3
"4664",70.692,1,3
"4665",70.709,1,3
"4666",70.734,1,3
"4667",70.742,1,3
"4668",70.759,1,3
"4669",70.784,1,3
"4670",70.792,1,3
"4671",70.809,1,3
"4672",70.834,1,3
"4673",70.842,1,3
"4674",70.859,1,3
"4675",70.884,1,3
"4676",70.892,1,3
"4677",70.909,1,3
"4678",70.936,1,3
"4679",70.948,1,3
"4680",70.961,3,3
"4681",70.986,1,3
"4682",70.998,1,3
"4683",70.999,3,3
"4684",71.011,1,3
"4685",71.024,3,3
"4686",71.036,1,3
"4687",71.048,1,3
"4688",71.049,3,3
"4689",71.061,1,3
"4690",71.086,1,3
"4691",71.098,1,3
"4692",71.111,1,3
"4693",71.136,1,3
"4694",71.148,1,3
"4695",71.161,1,3
"4696",71.186,1,3
"4697",71.198,1,3
"4698",71.211,1,3
"4699",71.236,1,3
"4700",71.248,1,3
"4701",71.261,1,3
"4702",71.286,1,3
"4703",71.298,1,3
"4704",71.311,1,3
"4705",71.336,1,3
"4706",71.348,1,3
"4707",71.361,2,2
"4708",71.386,1,3
"4709",71.398,1,2
"4710",71.411,1,2
"4711",71.436,3,3
"4712",71.448,3,3
"4713",71.461,3,3
"4714",71.486,1,1
"4715",71.498,3,3
"4716",71.511,3,3
"4717",71.536,3,3
"4718",71.548,3,3
"4719",71.561,3,3
"4720",71.586,4,2
"4721",71.598,3,3
"4722",71.611,3,3
"4723",71.636,3,3
"4724",71.648,3,3
"4725",71.661,3,3
"4726",71.686,3,3
"4727",71.698,3,3
"4728",71.711,3,3
"4729",71.736,3,3
"4730",71.748,3,3
"4731",71.761,3,3
"4732",71.786,3,3
"4733",71.798,3,3
"4734",71.811,3,3
"4735",71.836,3,3
"4736",71.848,3,3
"4737",71.861,3,3
"4738",71.886,3,3
"4739",71.898,3,3
"4740",71.911,3,3
"4741",71.936,3,3
"4742",71.948,3,3
"4743",71.961,3,3
"4744",71.986,5,3
"4745",71.998,3,3
"4746",72.011,3,3
"4747",72.036,3,3
"4748",72.048,3,3
"4749",72.061,3,3
"4750",72.086,3,3
"4751",72.098,3,3
"4752",72.111,3,3
"4753",72.136,3,3
"4754",72.148,3,3
"4755",72.161,3,3
"4756",72.186,1,3
"4757",72.198,3,3
"4758",72.211,3,3
"4759",72.236,3,3
"4760",72.248,3,3
"4761",72.261,3,3
"4762",72.286,3,2
"4763",72.298,3,3
"4764",72.311,3,3
"4765",72.336,3,3
"4766",72.348,3,3
"4767",72.361,3,3
"4768",72.386,1,3
"4769",72.398,1,3
"4770",72.411,1,3
"4771",72.436,3,3
"4772",72.477,3,3
"4773",72.502,3,3
"4774",72.503,3,3
"4775",72.541,1,3
"4776",72.566,1,3
"4777",72.566,1,3
"4778",72.591,3,3
"4779",72.616,3,3
"4780",72.616,3,3
"4781",72.641,3,3
"4782",72.666,3,3
"4783",72.666,3,3
"4784",72.691,1,3
"4785",72.716,3,3
"4786",72.716,3,3
"4787",72.741,3,3
"4788",72.766,3,3
"4789",72.766,3,3
"4790",72.791,3,3
"4791",72.816,3,3
"4792",72.816,3,3
"4793",72.841,3,3
"4794",72.866,3,3
"4795",72.866,3,3
"4796",72.891,3,3
"4797",72.916,3,3
"4798",72.916,3,3
"4799",72.941,3,3
"4800",72.966,3,3
"4801",72.966,3,3
"4802",72.991,1,3
"4803",73.016,1,3
"4804",73.016,1,3
"4805",73.041,1,3
"4806",73.066,1,3
"4807",73.066,1,3
"4808",73.091,1,3
"4809",73.116,1,3
"4810",73.116,1,3
"4811",73.141,1,3
"4812",73.166,1,3
"4813",73.166,1,3
"4814",73.191,1,3
"4815",73.216,3,3
"4816",73.216,3,3
"4817",73.241,3,3
"4818",73.266,1,3
"4819",73.266,1,3
"4820",73.291,1,3
"4821",73.316,1,3
"4822",73.316,1,3
"4823",73.341,1,3
"4824",73.366,1,3
"4825",73.366,1,3
"4826",73.391,1,3
"4827",73.416,1,3
"4828",73.416,1,3
"4829",73.441,1,3
"4830",73.466,1,3
"4831",73.466,1,3
"4832",73.491,1,3
"4833",73.516,1,3
"4834",73.516,1,3
"4835",73.541,1,3
"4836",73.566,1,3
"4837",73.566,1,3
"4838",73.591,1,3
"4839",73.616,1,3
"4840",73.616,1,3
"4841",73.64,1,3
"4842",73.665,1,3
"4843",73.666,1,3
"4844",73.69,1,1
"4845",73.715,2,1
"4846",73.716,2,1
"4847",73.74,1,3
"4848",73.765,1,3
"4849",73.766,1,3
"4850",73.79,1,3
"4851",73.815,1,3
"4852",73.816,1,3
"4853",73.84,1,3
"4854",73.865,1,3
"4855",73.866,1,3
"4856",73.89,1,3
"4857",73.915,1,3
"4858",73.916,1,3
"4859",73.94,1,3
"4860",73.965,1,3
"4861",73.966,1,3
"4862",73.99,1,3
"4863",74.015,1,3
"4864",74.016,1,3
"4865",74.04,1,1
"4866",74.065,1,3
"4867",74.066,1,3
"4868",74.09,1,1
"4869",74.115,1,3
"4870",74.116,1,3
"4871",74.14,1,3
"4872",74.165,1,3
"4873",74.166,1,3
"4874",74.19,1,3
"4875",74.215,1,3
"4876",74.216,1,3
"4877",74.24,1,3
"4878",74.265,1,3
"4879",74.266,1,3
"4880",74.29,1,3
"4881",74.315,1,3
"4882",74.316,1,3
"4883",74.34,1,3
"4884",74.365,3,3
"4885",74.366,3,3
"4886",74.39,3,3
"4887",74.415,3,3
"4888",74.416,3,3
"4889",74.44,3,3
"4890",74.465,3,3
"4891",74.466,3,3
"4892",74.49,3,3
"4893",74.515,1,3
"4894",74.516,1,3
"4895",74.54,1,3
"4896",74.565,3,3
"4897",74.566,3,3
"4898",74.59,3,3
"4899",74.615,3,3
"4900",74.616,3,3
"4901",74.64,3,3
"4902",74.665,3,3
"4903",74.666,3,3
"4904",74.69,3,3
"4905",74.715,3,3
"4906",74.716,3,3
"4907",74.74,3,3
"4908",74.765,3,2
"4909",74.766,3,2
"4910",74.79,4,2
"4911",74.815,4,4
"4912",74.816,4,4
"4913",74.84,4,2
"4914",74.865,4,4
"4915",74.866,4,4
"4916",74.889,4,4
"4917",74.914,4,2
"4918",74.916,4,2
"4919",74.939,4,2
"4920",74.964,3,3
"4921",74.966,3,3
"4922",74.989,3,3
"4923",75.014,3,3
"4924",75.016,3,3
"4925",75.039,3,3
"4926",75.064,3,3
"4927",75.066,3,3
"4928",75.089,3,3
"4929",75.114,3,3
"4930",75.125,3,3
"4931",75.136,3,3
"4932",75.161,3,3
"4933",75.175,3,3
"4934",75.186,3,3
"4935",75.211,3,3
"4936",75.225,3,2
"4937",75.236,3,2
"4938",75.261,3,2
"4939",75.275,3,2
"4940",75.286,4,2
"4941",75.311,4,2
"4942",75.325,3,3
"4943",75.336,3,3
"4944",75.361,4,4
"4945",75.375,4,4
"4946",75.386,3,3
"4947",75.411,3,3
"4948",75.425,1,3
"4949",75.436,1,3
"4950",75.461,3,3
"4951",75.475,3,3
"4952",75.486,3,3
"4953",75.511,3,3
"4954",75.525,3,3
"4955",75.536,3,3
"4956",75.561,3,3
"4957",75.575,3,3
"4958",75.586,3,3
"4959",75.611,3,3
"4960",75.625,3,3
"4961",75.636,3,3
"4962",75.661,3,3
"4963",75.675,3,3
"4964",75.686,3,3
"4965",75.711,3,3
"4966",75.725,4,2
"4967",75.736,4,2
"4968",75.761,4,2
"4969",75.775,4,2
"4970",75.786,4,4
"4971",75.811,4,2
"4972",75.825,4,2
"4973",75.836,4,2
"4974",75.861,4,4
"4975",75.875,4,4
"4976",75.886,4,2
"4977",75.911,4,2
"4978",75.925,4,4
"4979",75.936,4,4
"4980",75.961,4,2
"4981",75.975,4,2
"4982",75.986,1,2
"4983",76.011,4,4
"4984",76.025,2,2
"4985",76.036,2,2
"4986",76.061,4,2
"4987",76.075,4,2
"4988",76.086,4,2
"4989",76.111,4,4
"4990",76.125,4,4
"4991",76.136,4,4
"4992",76.161,3,3
"4993",76.175,3,3
"4994",76.186,3,3
"4995",76.211,4,4
"4996",76.225,4,4
"4997",76.236,4,4
"4998",76.261,4,4
"4999",76.275,4,4
"5000",76.286,4,4
"5001",76.311,4,2
"5002",76.325,4,2
"5003",76.336,4,2
"5004",76.361,4,4
"5005",76.375,4,4
"5006",76.386,4,4
"5007",76.411,4,4
"5008",76.425,4,4
"5009",76.436,4,4
"5010",76.461,4,4
"5011",76.475,4,4
"5012",76.486,4,4
"5013",76.511,4,4
"5014",76.525,4,4
"5015",76.536,4,4
"5016",76.561,4,4
"5017",76.575,4,4
"5018",76.586,4,2
"5019",76.611,3,3
"5020",76.629,3,3
"5021",76.635,3,3
"5022",76.66,3,3
"5023",76.679,3,3
"5024",76.685,3,2
"5025",76.71,1,2
"5026",76.729,3,2
"5027",76.735,3,2
"5028",76.76,4,2
"5029",76.779,3,3
"5030",76.785,4,2
"5031",76.81,3,3
"5032",76.829,3,3
"5033",76.835,3,3
"5034",76.86,4,2
"5035",76.879,4,2
"5036",76.885,4,2
"5037",76.91,3,3
"5038",76.929,3,3
"5039",76.935,3,3
"5040",76.96,3,3
"5041",76.979,3,2
"5042",76.985,4,2
"5043",77.01,3,3
"5044",77.029,3,3
"5045",77.035,3,3
"5046",77.06,3,3
"5047",77.079,3,2
"5048",77.085,3,3
"5049",77.11,3,2
"5050",77.129,4,2
"5051",77.135,4,2
"5052",77.16,4,2
"5053",77.179,3,3
"5054",77.185,3,3
"5055",77.21,4,2
"5056",77.229,4,2
"5057",77.235,4,2
"5058",77.26,4,2
"5059",77.279,3,2
"5060",77.285,4,2
"5061",77.31,4,2
"5062",77.329,4,2
"5063",77.335,4,2
"5064",77.36,3,2
"5065",77.379,3,2
"5066",77.385,4,2
"5067",77.41,4,4
"5068",77.429,4,2
"5069",77.435,4,2
"5070",77.46,4,2
"5071",77.479,4,2
"5072",77.485,3,3
"5073",77.51,3,3
"5074",77.529,3,3
"5075",77.535,3,3
"5076",77.56,3,2
"5077",77.579,3,2
"5078",77.585,3,2
"5079",77.61,4,2
"5080",77.629,3,3
"5081",77.635,3,3
"5082",77.66,3,2
"5083",77.679,3,2
"5084",77.685,3,2
"5085",77.71,4,2
"5086",77.729,4,2
"5087",77.735,4,2
"5088",77.76,3,3
"5089",77.779,3,2
"5090",77.785,4,2
"5091",77.81,4,2
"5092",77.829,4,4
"5093",77.835,4,4
"5094",77.86,4,4
"5095",77.879,4,2
"5096",77.885,4,2
"5097",77.91,4,2
"5098",77.929,4,2
"5099",77.935,4,2
"5100",77.96,4,2
"5101",77.979,4,4
"5102",77.985,4,4
"5103",78.01,4,4
"5104",78.029,4,4
"5105",78.035,4,4
"5106",78.06,4,4
"5107",78.079,4,4
"5108",78.085,4,4
"5109",78.11,4,2
"5110",78.137,4,2
"5111",78.138,4,2
"5112",78.17,4,2
"5113",78.201,4,2
"5114",78.202,4,2
"5115",78.234,4,2
"5116",78.265,4,2
"5117",78.266,4,2
"5118",78.299,4,2
"5119",78.329,4,2
"5120",78.331,4,2
"5121",78.363,4,2
"5122",78.394,4,2
"5123",78.395,4,2
"5124",78.427,4,2
"5125",78.458,3,3
"5126",78.459,3,3
"5127",78.491,4,2
"5128",78.522,3,2
"5129",78.523,3,2
"5130",78.555,3,2
"5131",78.586,4,2
"5132",78.587,4,2
"5133",78.62,4,2
"5134",78.651,4,4
"5135",78.652,4,4
"5136",78.684,4,4
"5137",78.715,4,4
"5138",78.716,4,4
"5139",78.748,4,4
"5140",78.779,4,4
"5141",78.78,4,4
"5142",78.812,4,4
"5143",78.843,4,4
"5144",78.844,4,4
"5145",78.876,4,4
"5146",78.907,4,4
"5147",78.909,4,4
"5148",78.941,4,4
"5149",78.972,4,4
"5150",78.973,4,4
"5151",79.005,4,4
"5152",79.01,4,4
"5153",79.011,4,4
"5154",79.035,5,4
"5155",79.036,5,4
"5156",79.036,4,4
"5157",79.037,4,4
"5158",79.06,4,4
"5159",79.061,4,4
"5160",79.069,4,2
"5161",79.085,4,4
"5162",79.086,4,4
"5163",79.1,4,4
"5164",79.101,4,4
"5165",79.11,4,4
"5166",79.111,4,4
"5167",79.133,4,4
"5168",79.135,4,4
"5169",79.136,4,4
"5170",79.16,5,4
"5171",79.161,5,4
"5172",79.164,4,4
"5173",79.165,4,4
"5174",79.185,2,2
"5175",79.186,2,2
"5176",79.198,4,4
"5177",79.21,4,4
"5178",79.211,4,4
"5179",79.229,4,4
"5180",79.229,4,4
"5181",79.235,2,1
"5182",79.236,2,1
"5183",79.26,2,2
"5184",79.261,2,2
"5185",79.285,2,2
"5186",79.286,2,2
"5187",79.31,2,2
"5188",79.311,2,2
"5189",79.335,4,4
"5190",79.336,4,4
"5191",79.36,4,4
"5192",79.361,4,4
"5193",79.385,4,2
"5194",79.386,4,2
"5195",79.41,4,2
